Gene stable ID	Gene name
ENSSSCG00000011530	CRBN
ENSSSCG00000012920	CORO1B
ENSSSCG00000033694	MRPL41
ENSSSCG00000033516	DHDDS
ENSSSCG00000009680	EXTL3
ENSSSCG00000004008	WDR27
ENSSSCG00000047269	
ENSSSCG00000039650	PCYT2
ENSSSCG00000031470	
ENSSSCG00000006881	
ENSSSCG00000022460	
ENSSSCG00000028788	BORCS6
ENSSSCG00000025879	SCRT1
ENSSSCG00000040002	
ENSSSCG00000014324	MYOT
ENSSSCG00000046549	
ENSSSCG00000037109	
ENSSSCG00000032969	
ENSSSCG00000022066	PIAS4
ENSSSCG00000013399	TEAD1
ENSSSCG00000022785	GSG1L
ENSSSCG00000002552	TDRD9
ENSSSCG00000017548	NGFR
ENSSSCG00000050549	
ENSSSCG00000045885	
ENSSSCG00000015948	DYNC1I2
ENSSSCG00000032373	
ENSSSCG00000024977	NOBOX
ENSSSCG00000015044	NKAPD1
ENSSSCG00000005918	DGAT1
ENSSSCG00000032781	SRSF12
ENSSSCG00000045999	
ENSSSCG00000002006	PSME1
ENSSSCG00000016423	DPP6
ENSSSCG00000005578	OR5C1
ENSSSCG00000000442	INHBE
ENSSSCG00000031571	
ENSSSCG00000036509	RWDD3
ENSSSCG00000039031	
ENSSSCG00000038927	ZNF649
ENSSSCG00000012909	PTPRCAP
ENSSSCG00000049631	
ENSSSCG00000039297	OR1K1
ENSSSCG00000013852	
ENSSSCG00000023599	TIMM8B
ENSSSCG00000001493	PRIM2
ENSSSCG00000004314	PM20D2
ENSSSCG00000017552	NXPH3
ENSSSCG00000033702	SBSN
ENSSSCG00000007087	BANF2
ENSSSCG00000043252	
ENSSSCG00000050055	
ENSSSCG00000050050	
ENSSSCG00000010654	ATRNL1
ENSSSCG00000033501	
ENSSSCG00000015034	SDHD
ENSSSCG00000022525	ARHGEF5
ENSSSCG00000050591	
ENSSSCG00000043359	
ENSSSCG00000041381	
ENSSSCG00000012910	RPS6KB2
ENSSSCG00000034823	
ENSSSCG00000007813	
ENSSSCG00000041261	
ENSSSCG00000025403	
ENSSSCG00000049820	
ENSSSCG00000048762	
ENSSSCG00000020796	SPOP
ENSSSCG00000000437	ARHGAP9
ENSSSCG00000047733	
ENSSSCG00000025675	EEF2
ENSSSCG00000002888	GAPDHS
ENSSSCG00000036416	
ENSSSCG00000038712	ZNF577
ENSSSCG00000007814	KATNIP
ENSSSCG00000038946	SLC17A8
ENSSSCG00000048199	
ENSSSCG00000046521	
ENSSSCG00000039854	TLCD4
ENSSSCG00000026598	
ENSSSCG00000024249	GABRR2
ENSSSCG00000050670	
ENSSSCG00000042387	
ENSSSCG00000009681	INTS9
ENSSSCG00000007088	
ENSSSCG00000010181	C1orf198
ENSSSCG00000018050	
ENSSSCG00000036618	
ENSSSCG00000051243	
ENSSSCG00000026421	PKD2L2
ENSSSCG00000047744	
ENSSSCG00000035685	
ENSSSCG00000044948	
ENSSSCG00000043374	
ENSSSCG00000027681	ZFR
ENSSSCG00000004389	
ENSSSCG00000041194	
ENSSSCG00000048124	
ENSSSCG00000024399	EVC2
ENSSSCG00000044815	
ENSSSCG00000032655	ALYREF
ENSSSCG00000003240	
ENSSSCG00000011851	
ENSSSCG00000031279	
ENSSSCG00000011048	SUV39H2
ENSSSCG00000015037	IL18
ENSSSCG00000015473	TMEM183A
ENSSSCG00000009144	ETNPPL
ENSSSCG00000043152	
ENSSSCG00000035268	
ENSSSCG00000047029	
ENSSSCG00000032170	DAPK3
ENSSSCG00000033990	RD3L
ENSSSCG00000033731	SLC35B1
ENSSSCG00000041465	
ENSSSCG00000040012	TMEM147
ENSSSCG00000020805	FOXR2
ENSSSCG00000049328	OR2M4
ENSSSCG00000044551	
ENSSSCG00000003239	HAS1
ENSSSCG00000035837	
ENSSSCG00000000877	SCYL2
ENSSSCG00000039553	ASPG
ENSSSCG00000035767	
ENSSSCG00000011850	
ENSSSCG00000023806	LRRN1
ENSSSCG00000046009	
ENSSSCG00000003555	HMGN2
ENSSSCG00000047932	HSPA6
ENSSSCG00000010182	CAPN9
ENSSSCG00000048138	PERCC1
ENSSSCG00000043379	
ENSSSCG00000039042	
ENSSSCG00000042307	
ENSSSCG00000032609	
ENSSSCG00000017551	FAM117A
ENSSSCG00000035254	DPH6
ENSSSCG00000041083	
ENSSSCG00000009145	OSTC
ENSSSCG00000043267	
ENSSSCG00000035728	
ENSSSCG00000041360	
ENSSSCG00000003854	ECHDC2
ENSSSCG00000028136	
ENSSSCG00000005917	HSF1
ENSSSCG00000029539	RAB23
ENSSSCG00000007815	GTF3C1
ENSSSCG00000032157	GVQW3
ENSSSCG00000042456	
ENSSSCG00000050231	
ENSSSCG00000012911	CARNS1
ENSSSCG00000011531	
ENSSSCG00000002004	PSME2
ENSSSCG00000015474	PPFIA4
ENSSSCG00000006885	ALG14
ENSSSCG00000040860	NMRK2
ENSSSCG00000011617	
ENSSSCG00000023957	CFAP126
ENSSSCG00000025028	XIAP
ENSSSCG00000018049	SLC5A10
ENSSSCG00000035776	
ENSSSCG00000037411	
ENSSSCG00000009146	RPL34
ENSSSCG00000003238	SPACA6
ENSSSCG00000004317	UBE2J1
ENSSSCG00000033526	BAG2
ENSSSCG00000035020	STK32B
ENSSSCG00000012740	
ENSSSCG00000047684	
ENSSSCG00000011532	SUMF1
ENSSSCG00000007089	MGME1
ENSSSCG00000000318	
ENSSSCG00000023500	
ENSSSCG00000044220	
ENSSSCG00000038517	
ENSSSCG00000023334	BCLAF3
ENSSSCG00000041318	
ENSSSCG00000015949	SLC25A12
ENSSSCG00000026754	ATCAY
ENSSSCG00000002902	ATP4A
ENSSSCG00000011051	HSPA14
ENSSSCG00000043168	
ENSSSCG00000044576	
ENSSSCG00000035093	KIF26A
ENSSSCG00000023760	CLEC14A
ENSSSCG00000030318	SDHC
ENSSSCG00000036377	OVOL2
ENSSSCG00000011853	RUBCN
ENSSSCG00000046228	
ENSSSCG00000005284	GNA14
ENSSSCG00000024040	
ENSSSCG00000032320	TCIM
ENSSSCG00000006887	CNN3
ENSSSCG00000050969	
ENSSSCG00000032650	
ENSSSCG00000017553	KAT7
ENSSSCG00000043566	
ENSSSCG00000034058	ARHGDIA
ENSSSCG00000005673	IER5L
ENSSSCG00000003236	
ENSSSCG00000046483	
ENSSSCG00000049795	
ENSSSCG00000044540	
ENSSSCG00000029125	FAM13B
ENSSSCG00000012305	USP27X
ENSSSCG00000036409	
ENSSSCG00000015039	BCO2
ENSSSCG00000004012	THBS2
ENSSSCG00000050902	
ENSSSCG00000044967	
ENSSSCG00000033795	
ENSSSCG00000001497	ZNF451
ENSSSCG00000023318	MARS1
ENSSSCG00000007092	KAT14
ENSSSCG00000048627	NPW
ENSSSCG00000012642	STAG2
ENSSSCG00000013495	ZFR2
ENSSSCG00000042231	
ENSSSCG00000050070	
ENSSSCG00000050917	
ENSSSCG00000009148	LEF1
ENSSSCG00000004318	RRAGD
ENSSSCG00000036201	NPR3
ENSSSCG00000034046	
ENSSSCG00000041029	
ENSSSCG00000039825	C14orf180
ENSSSCG00000008985	SOWAHB
ENSSSCG00000009682	HMBOX1
ENSSSCG00000003558	RPS6KA1
ENSSSCG00000042926	
ENSSSCG00000033763	GNAQ
ENSSSCG00000043889	
ENSSSCG00000039537	TMEM179
ENSSSCG00000010936	
ENSSSCG00000032701	
ENSSSCG00000048690	
ENSSSCG00000022592	FIBIN
ENSSSCG00000051162	
ENSSSCG00000008725	CYTL1
ENSSSCG00000006888	SLC44A3
ENSSSCG00000004799	ZNF770
ENSSSCG00000050180	
ENSSSCG00000033720	
ENSSSCG00000039865	
ENSSSCG00000034551	SCX
ENSSSCG00000002594	
ENSSSCG00000038292	
ENSSSCG00000022274	SLC18A3
ENSSSCG00000006352	MPZ
ENSSSCG00000036329	
ENSSSCG00000039148	P4HB
ENSSSCG00000002005	EMC9
ENSSSCG00000012912	TBC1D10C
ENSSSCG00000007093	ZNF133
ENSSSCG00000031324	ZYG11A
ENSSSCG00000008727	MSX1
ENSSSCG00000045956	
ENSSSCG00000042932	
ENSSSCG00000042662	
ENSSSCG00000004802	AQR
ENSSSCG00000012161	MAP7D2
ENSSSCG00000002904	HAUS5
ENSSSCG00000046287	
ENSSSCG00000044598	
ENSSSCG00000048812	
ENSSSCG00000040716	
ENSSSCG00000006966	CLDN23
ENSSSCG00000010184	AGT
ENSSSCG00000002007	FITM1
ENSSSCG00000033284	
ENSSSCG00000005924	MROH1
ENSSSCG00000041945	
ENSSSCG00000005286	CEP78
ENSSSCG00000004322	ANKRD6
ENSSSCG00000022447	F3
ENSSSCG00000050527	
ENSSSCG00000041962	
ENSSSCG00000031579	PCP4L1
ENSSSCG00000023437	ITPR1
ENSSSCG00000008226	POLR1A
ENSSSCG00000041949	
ENSSSCG00000016817	TARS1
ENSSSCG00000009683	
ENSSSCG00000037334	ADSS1
ENSSSCG00000040050	
ENSSSCG00000028827	PARVA
ENSSSCG00000041164	
ENSSSCG00000038731	STX18
ENSSSCG00000031360	ADO
ENSSSCG00000011011	IFNK
ENSSSCG00000022445	TEX12
ENSSSCG00000047130	
ENSSSCG00000003235	
ENSSSCG00000044325	
ENSSSCG00000036721	
ENSSSCG00000002008	DCAF11
ENSSSCG00000049809	
ENSSSCG00000010183	COG2
ENSSSCG00000034654	MYOG
ENSSSCG00000032237	
ENSSSCG00000003234	
ENSSSCG00000010655	GFRA1
ENSSSCG00000003857	ZYG11B
ENSSSCG00000042495	
ENSSSCG00000002573	RTL1
ENSSSCG00000014690	
ENSSSCG00000037039	PPP1R27
ENSSSCG00000021059	ADORA1
ENSSSCG00000035100	
ENSSSCG00000033360	
ENSSSCG00000006353	NR1I3
ENSSSCG00000003233	ZNF175
ENSSSCG00000007094	DZANK1
ENSSSCG00000047199	
ENSSSCG00000033979	KLHL34
ENSSSCG00000031516	
ENSSSCG00000008227	ST3GAL5
ENSSSCG00000033463	KCNF1
ENSSSCG00000015040	PTS
ENSSSCG00000047601	
ENSSSCG00000039424	MCRIP1
ENSSSCG00000043232	
ENSSSCG00000027139	FYTTD1
ENSSSCG00000025682	ACTR6
ENSSSCG00000042885	
ENSSSCG00000012913	PPP1CA
ENSSSCG00000044118	
ENSSSCG00000018047	FAM83G
ENSSSCG00000041846	
ENSSSCG00000032388	
ENSSSCG00000032149	PLET1
ENSSSCG00000041662	
ENSSSCG00000031916	
ENSSSCG00000030681	MYBPH
ENSSSCG00000002905	RBM42
ENSSSCG00000009150	HADH
ENSSSCG00000048229	
ENSSSCG00000039658	
ENSSSCG00000041010	
ENSSSCG00000007816	IL21R
ENSSSCG00000032825	
ENSSSCG00000038057	TAC4
ENSSSCG00000050725	
ENSSSCG00000040124	
ENSSSCG00000027732	
ENSSSCG00000031132	SIVA1
ENSSSCG00000005287	PSAT1
ENSSSCG00000009684	PRSS55
ENSSSCG00000021027	PGBD5
ENSSSCG00000015952	HAT1
ENSSSCG00000001498	BEND6
ENSSSCG00000013494	MATK
ENSSSCG00000036208	SHMT1
ENSSSCG00000003559	ARID1A
ENSSSCG00000010656	CCDC172
ENSSSCG00000044553	DDIT3
ENSSSCG00000051475	
ENSSSCG00000028620	ABCD3
ENSSSCG00000041606	
ENSSSCG00000048723	
ENSSSCG00000002009	PCK2
ENSSSCG00000001205	NKAPL
ENSSSCG00000029253	
ENSSSCG00000050910	
ENSSSCG00000041561	
ENSSSCG00000034891	
ENSSSCG00000008230	ATOH8
ENSSSCG00000044566	
ENSSSCG00000038869	APLNR
ENSSSCG00000022906	
ENSSSCG00000035935	C3orf80
ENSSSCG00000016426	
ENSSSCG00000041005	
ENSSSCG00000043792	
ENSSSCG00000050800	
ENSSSCG00000042917	
ENSSSCG00000037209	TLNRD1
ENSSSCG00000024892	NSG1
ENSSSCG00000007817	IL4R
ENSSSCG00000050998	
ENSSSCG00000010657	PNLIPRP3
ENSSSCG00000046689	
ENSSSCG00000008228	GNLY
ENSSSCG00000037012	
ENSSSCG00000027119	COA7
ENSSSCG00000012914	RAD9A
ENSSSCG00000040767	
ENSSSCG00000004013	SMOC2
ENSSSCG00000002202	
ENSSSCG00000016816	ADAMTS12
ENSSSCG00000039139	
ENSSSCG00000031706	
ENSSSCG00000049676	
ENSSSCG00000040658	
ENSSSCG00000005458	OR2K2
ENSSSCG00000032581	SRRM5
ENSSSCG00000034653	DLX4
ENSSSCG00000034127	SHISAL2A
ENSSSCG00000000431	MBD6
ENSSSCG00000015476	CHI3L1
ENSSSCG00000023821	
ENSSSCG00000034432	
ENSSSCG00000040026	
ENSSSCG00000010369	
ENSSSCG00000046908	
ENSSSCG00000033152	
ENSSSCG00000017589	DLX3
ENSSSCG00000038094	GPX7
ENSSSCG00000015951	METAP1D
ENSSSCG00000023647	WNT8A
ENSSSCG00000032223	EIF1AX
ENSSSCG00000010658	PNLIP
ENSSSCG00000008229	SFTPB
ENSSSCG00000049794	
ENSSSCG00000046926	
ENSSSCG00000009151	CYP2U1
ENSSSCG00000050181	
ENSSSCG00000026697	UHRF1BP1L
ENSSSCG00000008728	ZBTB49
ENSSSCG00000033219	
ENSSSCG00000010185	GALNT2
ENSSSCG00000012915	
ENSSSCG00000035789	
ENSSSCG00000030706	FAM43B
ENSSSCG00000011854	LRCH3
ENSSSCG00000035041	OR52W1
ENSSSCG00000040007	PIGV
ENSSSCG00000027997	NME5
ENSSSCG00000048113	
ENSSSCG00000036275	NSMCE1
ENSSSCG00000035892	
ENSSSCG00000045056	
ENSSSCG00000004803	ACTC1
ENSSSCG00000047170	
ENSSSCG00000039786	
ENSSSCG00000002906	ETV2
ENSSSCG00000038189	SMCR8
ENSSSCG00000002010	NRL
ENSSSCG00000012916	
ENSSSCG00000009152	SGMS2
ENSSSCG00000015953	DLX1
ENSSSCG00000017578	ITGA3
ENSSSCG00000027224	PCBP1
ENSSSCG00000006354	TOMM40L
ENSSSCG00000032429	RAX2
ENSSSCG00000011056	FRMD4A
ENSSSCG00000015477	CHIT1
ENSSSCG00000039649	C19orf84
ENSSSCG00000010659	PNLIPRP1
ENSSSCG00000008729	LYAR
ENSSSCG00000045527	
ENSSSCG00000015045	NCAM1
ENSSSCG00000005288	TLE4
ENSSSCG00000013955	OR11L1
ENSSSCG00000047117	
ENSSSCG00000033770	
ENSSSCG00000002907	
ENSSSCG00000028355	ACTG1
ENSSSCG00000009685	
ENSSSCG00000014327	BRD8
ENSSSCG00000035839	TOP3A
ENSSSCG00000026590	HGH1
ENSSSCG00000050079	
ENSSSCG00000013400	MICAL2
ENSSSCG00000041367	
ENSSSCG00000012643	SH2D1A
ENSSSCG00000002011	CPNE6
ENSSSCG00000034482	
ENSSSCG00000030435	USP39
ENSSSCG00000043182	
ENSSSCG00000044868	
ENSSSCG00000048612	
ENSSSCG00000003232	LIM2
ENSSSCG00000045978	
ENSSSCG00000031506	
ENSSSCG00000050175	
ENSSSCG00000037519	PRSS51
ENSSSCG00000007095	POLR3F
ENSSSCG00000046223	
ENSSSCG00000015954	DLX2
ENSSSCG00000040404	OR56B4
ENSSSCG00000027956	SSH3
ENSSSCG00000036136	BHLHE40
ENSSSCG00000003561	ZDHHC18
ENSSSCG00000040865	
ENSSSCG00000003231	NKG7
ENSSSCG00000007818	KDM8
ENSSSCG00000016821	SLC45A2
ENSSSCG00000042660	
ENSSSCG00000034122	TMEM128
ENSSSCG00000014639	OR56A1
ENSSSCG00000000444	DCTN2
ENSSSCG00000031901	PAPSS1
ENSSSCG00000051331	
ENSSSCG00000049951	
ENSSSCG00000051100	
ENSSSCG00000010660	PNLIPRP2
ENSSSCG00000036219	GJD2
ENSSSCG00000006355	APOA2
ENSSSCG00000037253	
ENSSSCG00000004328	MDN1
ENSSSCG00000006889	ARHGAP29
ENSSSCG00000012163	RPS6KA3
ENSSSCG00000010187	TAF5L
ENSSSCG00000032315	XRCC2
ENSSSCG00000044101	
ENSSSCG00000002558	CEP170B
ENSSSCG00000049205	
ENSSSCG00000003230	
ENSSSCG00000009969	
ENSSSCG00000004806	
ENSSSCG00000029494	RBBP9
ENSSSCG00000047024	
ENSSSCG00000015955	ITGA6
ENSSSCG00000050097	
ENSSSCG00000032515	
ENSSSCG00000024242	MRPL54
ENSSSCG00000008731	OTOP1
ENSSSCG00000009691	
ENSSSCG00000050807	
ENSSSCG00000037151	MIEF2
ENSSSCG00000012644	TENM1
ENSSSCG00000043551	
ENSSSCG00000015480	PRRC2C
ENSSSCG00000006357	FCER1G
ENSSSCG00000031667	
ENSSSCG00000032895	
ENSSSCG00000032094	DKK2
ENSSSCG00000003859	TUT4
ENSSSCG00000043744	
ENSSSCG00000001211	
ENSSSCG00000038638	
ENSSSCG00000031889	
ENSSSCG00000000960	KLHDC7B
ENSSSCG00000040741	
ENSSSCG00000011535	ARL8B
ENSSSCG00000013492	APBA3
ENSSSCG00000034612	
ENSSSCG00000036068	
ENSSSCG00000002901	UPK1A
ENSSSCG00000005916	
ENSSSCG00000002012	CARMIL3
ENSSSCG00000012917	ANKRD13D
ENSSSCG00000015617	G0S2
ENSSSCG00000011855	IQCG
ENSSSCG00000009692	PINX1
ENSSSCG00000013401	DKK3
ENSSSCG00000007097	SEC23B
ENSSSCG00000031389	OR4K2
ENSSSCG00000042685	
ENSSSCG00000040882	
ENSSSCG00000003564	GPATCH3
ENSSSCG00000006890	ABCA4
ENSSSCG00000041574	
ENSSSCG00000003229	ETFB
ENSSSCG00000036837	HS3ST4
ENSSSCG00000010186	URB2
ENSSSCG00000004045	MAS1
ENSSSCG00000031700	SLC2A9
ENSSSCG00000020663	KMT2C
ENSSSCG00000006358	NDUFS2
ENSSSCG00000043308	
ENSSSCG00000035444	ZFP42
ENSSSCG00000039324	FLII
ENSSSCG00000047360	
ENSSSCG00000014326	KIF20A
ENSSSCG00000027198	PDK2
ENSSSCG00000028287	C2orf68
ENSSSCG00000041779	
ENSSSCG00000013954	
ENSSSCG00000024168	AIMP1
ENSSSCG00000034462	
ENSSSCG00000051537	
ENSSSCG00000049054	
ENSSSCG00000050526	
ENSSSCG00000036758	HSPA12A
ENSSSCG00000033620	
ENSSSCG00000002554	PLD4
ENSSSCG00000007823	ZKSCAN2
ENSSSCG00000009693	XKR6
ENSSSCG00000005914	SHARPIN
ENSSSCG00000012647	PRR32
ENSSSCG00000041988	
ENSSSCG00000015958	PDK1
ENSSSCG00000002908	ZBTB32
ENSSSCG00000043490	
ENSSSCG00000008233	TMEM150A
ENSSSCG00000003565	NR0B2
ENSSSCG00000049377	
ENSSSCG00000004807	SCG5
ENSSSCG00000040273	
ENSSSCG00000048899	GPR62
ENSSSCG00000043952	
ENSSSCG00000010188	ABCB10
ENSSSCG00000016823	
ENSSSCG00000043161	
ENSSSCG00000046698	
ENSSSCG00000003566	NUDC
ENSSSCG00000012349	USP51
ENSSSCG00000002013	DHRS4
ENSSSCG00000002589	
ENSSSCG00000046178	
ENSSSCG00000031918	CYC1
ENSSSCG00000035111	
ENSSSCG00000031865	AQP8
ENSSSCG00000038039	
ENSSSCG00000036642	
ENSSSCG00000033082	HGS
ENSSSCG00000034083	
ENSSSCG00000041388	
ENSSSCG00000035133	MTMR9
ENSSSCG00000044623	
ENSSSCG00000047746	
ENSSSCG00000003228	VSIG10L
ENSSSCG00000013184	
ENSSSCG00000035677	EPOP
ENSSSCG00000022083	ANKS1B
ENSSSCG00000031453	
ENSSSCG00000002895	KMT2B
ENSSSCG00000036501	WDR1
ENSSSCG00000039563	GIMD1
ENSSSCG00000044107	
ENSSSCG00000034197	EDEM1
ENSSSCG00000005912	GPAA1
ENSSSCG00000017599	KIF2B
ENSSSCG00000045294	
ENSSSCG00000044453	
ENSSSCG00000049926	
ENSSSCG00000004331	CASP8AP2
ENSSSCG00000012649	SMARCA1
ENSSSCG00000043946	
ENSSSCG00000005291	TLE1
ENSSSCG00000006359	ADAMTS4
ENSSSCG00000033657	GREM1
ENSSSCG00000003567	KDF1
ENSSSCG00000037549	GCLM
ENSSSCG00000049617	
ENSSSCG00000044248	
ENSSSCG00000036336	
ENSSSCG00000049115	
ENSSSCG00000007826	
ENSSSCG00000027325	TRNP1
ENSSSCG00000008232	RNF181
ENSSSCG00000016824	RAI14
ENSSSCG00000040376	
ENSSSCG00000001499	DST
ENSSSCG00000017585	SAMD14
ENSSSCG00000014325	CDC23
ENSSSCG00000035669	
ENSSSCG00000000439	KIF5A
ENSSSCG00000038043	
ENSSSCG00000013491	TJP3
ENSSSCG00000033160	
ENSSSCG00000036755	TENT5B
ENSSSCG00000042508	
ENSSSCG00000044759	
ENSSSCG00000013402	USP47
ENSSSCG00000049822	
ENSSSCG00000045051	
ENSSSCG00000033269	
ENSSSCG00000025589	SMIM26
ENSSSCG00000044690	FMN1
ENSSSCG00000006361	PPOX
ENSSSCG00000029711	ZNF518B
ENSSSCG00000010189	NUP133
ENSSSCG00000011857	LMLN
ENSSSCG00000042335	
ENSSSCG00000035975	
ENSSSCG00000021767	
ENSSSCG00000021784	TBCK
ENSSSCG00000005925	EXOSC4
ENSSSCG00000048919	
ENSSSCG00000003569	SLC9A1
ENSSSCG00000033135	VAMP5
ENSSSCG00000017584	PPP1R9B
ENSSSCG00000012918	GRK2
ENSSSCG00000007098	
ENSSSCG00000040993	
ENSSSCG00000048243	
ENSSSCG00000037685	
ENSSSCG00000025527	
ENSSSCG00000050210	
ENSSSCG00000032333	
ENSSSCG00000008855	
ENSSSCG00000015959	RAPGEF4
ENSSSCG00000004330	GJA10
ENSSSCG00000005911	OPLAH
ENSSSCG00000043577	
ENSSSCG00000006892	DNTTIP2
ENSSSCG00000038528	
ENSSSCG00000041095	
ENSSSCG00000031307	
ENSSSCG00000047384	
ENSSSCG00000021919	
ENSSSCG00000048187	
ENSSSCG00000022820	
ENSSSCG00000047493	
ENSSSCG00000022448	CLNK
ENSSSCG00000045520	
ENSSSCG00000040365	CLBA1
ENSSSCG00000043144	
ENSSSCG00000030433	
ENSSSCG00000048216	
ENSSSCG00000032852	FAM167A
ENSSSCG00000017583	SGCA
ENSSSCG00000039712	
ENSSSCG00000050634	
ENSSSCG00000007099	SCP2D1
ENSSSCG00000003570	WDTC1
ENSSSCG00000023891	GRM7
ENSSSCG00000039526	H2BU1
ENSSSCG00000027381	GGCX
ENSSSCG00000002559	CDCA4
ENSSSCG00000047173	
ENSSSCG00000035162	U2AF1L4
ENSSSCG00000050560	
ENSSSCG00000014329	CDC25C
ENSSSCG00000036892	
ENSSSCG00000026354	
ENSSSCG00000002014	JPH4
ENSSSCG00000036255	CACNG3
ENSSSCG00000033805	
ENSSSCG00000007100	SLC24A3
ENSSSCG00000042208	H2AX
ENSSSCG00000042379	
ENSSSCG00000031966	
ENSSSCG00000043205	
ENSSSCG00000006893	BCAR3
ENSSSCG00000047900	H2AW
ENSSSCG00000033896	
ENSSSCG00000041663	
ENSSSCG00000027232	
ENSSSCG00000004332	BACH2
ENSSSCG00000036017	
ENSSSCG00000046903	
ENSSSCG00000027568	BLK
ENSSSCG00000047274	
ENSSSCG00000048815	
ENSSSCG00000050212	
ENSSSCG00000051132	
ENSSSCG00000026753	OSBPL11
ENSSSCG00000008649	SOX11
ENSSSCG00000016827	BRIX1
ENSSSCG00000002555	JAG2
ENSSSCG00000034716	CCDC137
ENSSSCG00000044529	
ENSSSCG00000015541	IER5
ENSSSCG00000000131	ELFN2
ENSSSCG00000034235	
ENSSSCG00000045340	
ENSSSCG00000034920	
ENSSSCG00000037497	
ENSSSCG00000044269	
ENSSSCG00000040591	
ENSSSCG00000010664	ENO4
ENSSSCG00000033788	OXLD1
ENSSSCG00000037542	
ENSSSCG00000040859	LLGL1
ENSSSCG00000022640	
ENSSSCG00000021479	RGS9BP
ENSSSCG00000048705	
ENSSSCG00000014908	CCDC89
ENSSSCG00000035226	
ENSSSCG00000032059	
ENSSSCG00000033674	PRKCB
ENSSSCG00000045526	
ENSSSCG00000012164	CNKSR2
ENSSSCG00000005922	
ENSSSCG00000013952	
ENSSSCG00000006360	B4GALT3
ENSSSCG00000036135	COL1A1
ENSSSCG00000043686	
ENSSSCG00000002015	AP1G2
ENSSSCG00000031531	TSPAN10
ENSSSCG00000028004	RIN2
ENSSSCG00000042035	
ENSSSCG00000041254	
ENSSSCG00000023636	TMEM222
ENSSSCG00000032984	BEND7
ENSSSCG00000043451	
ENSSSCG00000047881	
ENSSSCG00000050379	
ENSSSCG00000004811	
ENSSSCG00000044355	
ENSSSCG00000006362	USP21
ENSSSCG00000049165	
ENSSSCG00000032050	
ENSSSCG00000022383	GATA4
ENSSSCG00000014662	OR56B1
ENSSSCG00000012383	OTUD6A
ENSSSCG00000038305	TMEM185B
ENSSSCG00000002898	LIN37
ENSSSCG00000034827	CHP2
ENSSSCG00000050712	
ENSSSCG00000005923	SPATC1
ENSSSCG00000024235	NPLOC4
ENSSSCG00000043228	
ENSSSCG00000043131	
ENSSSCG00000010665	SHTN1
ENSSSCG00000051311	
ENSSSCG00000021515	HS3ST1
ENSSSCG00000004334	MAP3K7
ENSSSCG00000045533	
ENSSSCG00000047717	
ENSSSCG00000005790	
ENSSSCG00000044921	
ENSSSCG00000002557	NUDT14
ENSSSCG00000022300	MAT2A
ENSSSCG00000032796	GRINA
ENSSSCG00000047966	
ENSSSCG00000031703	DACT2
ENSSSCG00000047487	
ENSSSCG00000000883	
ENSSSCG00000031443	
ENSSSCG00000036828	SNX4
ENSSSCG00000030560	IGF1R
ENSSSCG00000045733	
ENSSSCG00000040637	ERN2
ENSSSCG00000003572	SYTL1
ENSSSCG00000028132	NAA20
ENSSSCG00000039552	
ENSSSCG00000004017	
ENSSSCG00000022044	
ENSSSCG00000015047	TTC12
ENSSSCG00000050703	
ENSSSCG00000016826	RAD1
ENSSSCG00000002016	THTPA
ENSSSCG00000047774	
ENSSSCG00000023498	HSPB6
ENSSSCG00000039238	CABS1
ENSSSCG00000006363	UFC1
ENSSSCG00000028699	NEIL2
ENSSSCG00000031710	BRF1
ENSSSCG00000044135	
ENSSSCG00000000353	
ENSSSCG00000033761	FOXG1
ENSSSCG00000011538	LMCD1
ENSSSCG00000037243	
ENSSSCG00000049573	
ENSSSCG00000047369	
ENSSSCG00000046252	
ENSSSCG00000040339	ZFHX2
ENSSSCG00000006894	FNBP1L
ENSSSCG00000039326	
ENSSSCG00000048854	
ENSSSCG00000002170	
ENSSSCG00000022358	RAB28
ENSSSCG00000004016	
ENSSSCG00000048840	
ENSSSCG00000045474	
ENSSSCG00000029231	
ENSSSCG00000016828	
ENSSSCG00000037018	
ENSSSCG00000012650	OCRL
ENSSSCG00000035120	ALKBH5
ENSSSCG00000029637	KDM2A
ENSSSCG00000034006	
ENSSSCG00000031659	SEPHS1
ENSSSCG00000023007	
ENSSSCG00000048024	
ENSSSCG00000034801	
ENSSSCG00000034740	
ENSSSCG00000039396	
ENSSSCG00000013490	PIP5K1C
ENSSSCG00000000884	APAF1
ENSSSCG00000023691	
ENSSSCG00000015960	MAP3K20
ENSSSCG00000002020	
ENSSSCG00000006365	DEDD
ENSSSCG00000039135	ARHGAP33
ENSSSCG00000032720	SMPX
ENSSSCG00000035932	
ENSSSCG00000032392	
ENSSSCG00000041579	
ENSSSCG00000026748	PLK1
ENSSSCG00000045604	
ENSSSCG00000046232	
ENSSSCG00000031320	
ENSSSCG00000013944	OR2G3
ENSSSCG00000028288	PRPF38A
ENSSSCG00000035223	
ENSSSCG00000051101	
ENSSSCG00000045150	
ENSSSCG00000035066	MYOC
ENSSSCG00000048196	
ENSSSCG00000010190	
ENSSSCG00000048114	
ENSSSCG00000008240	
ENSSSCG00000031143	
ENSSSCG00000029616	FAAP100
ENSSSCG00000049495	
ENSSSCG00000021092	FAM53C
ENSSSCG00000044790	
ENSSSCG00000035555	BTBD6
ENSSSCG00000040943	DCTN5
ENSSSCG00000049598	
